cont1	cont2	cont3	cont4	cont5	cont6	cont7	test1	test2	test3	test4	test5	test6	test7
1	9.57819314001115	10.370459175245	11.1004983831761	10.8648105083772	10.8010396160368	10.5622532836035	10.054025111381	10.7490755885017	11.0269479537724	10.2221425765198	10.7884725576549	10.3673989026834	10.3154475353248	10.3034239843847
2	7.03035254699262	6.15127465299678	6.17608550728658	6.4788674793096	6.24217657346809	7.01954924546485	5.92771390837486	7.05457686899667	6.66536458915109	6.8084772182008	6.89598616630455	6.60381849858799	6.67290263218458	6.88858958177674
3	8.88237446665805	8.45917179943895	8.42897078732057	9.31886692951	8.9732802354635	8.48975777956025	9.74720174837541	8.89991615603554	8.71470755897594	8.45602424266992	8.29002807787601	9.09307926077834	9.10722393043413	8.76615735849322
4	10.6173935765199	10.870201503769	10.1475555357565	10.841259226296	10.6192068498669	10.3057349401472	9.04043702474272	10.5718882217449	10.3409862909999	10.4268521519111	10.9022287379932	11.1010099093691	10.1564327682077	10.5002507647986
5	5.58880480539619	5.35699018121383	5.38807965806091	5.40247331550553	4.81588763172785	5.23284554424732	4.86515205600975	4.79565848777475	4.64226390092368	4.59197946641306	4.64126132552633	5.41137216706434	4.56508979156107	5.79261196019378
6	8.23297621645174	7.5819380324166	7.65878672516362	9.11955444939127	7.37775827528782	7.34257832769065	8.36775920603151	7.33831994377295	7.75773969518777	7.72383788400111	8.07011369086301	8.8443272349345	7.86565744743755	7.72692976158685
7	9.96961194149174	10.8280595248304	9.44479060467406	10.2175240053288	9.32078985941696	9.77289415950715	10.2168048233639	10.0331721258925	9.39928895157836	9.78235369549373	9.49530728820449	10.3319798645607	10.7951245248572	10.1928675986704
8	7.25204390390389	7.09622170481333	7.82735167058185	6.67607050763602	6.42388123367226	7.71073868210976	7.19500539025707	6.57283133326129	6.42157308534872	7.21606567208681	7.31081992388797	7.20804856751001	6.57511560812922	7.18974502821221
9	12.4276042324088	11.9966865140445	11.9687690671612	11.8119606013258	12.2796756344544	12.7171549610957	12.9220348498685	12.5391186248013	12.8643120105863	12.4461588207352	12.8046316202186	11.919251302076	12.2497835945098	11.603130583399
10	6.44208981377427	4.95085909276409	5.38516183476294	5.43326465524182	5.35126888850771	4.81395594666108	3.93860908919881	4.75328649014975	5.73906794323526	5.16621623896724	5.84789476985524	5.12018665587906	4.8987460639202	5.32590304290076
11	9.65150624181437	9.5536601273332	9.00950442618541	10.0253160947683	9.75969689443783	9.81702469782604	9.81825098758187	8.90317391800996	8.77816081192283	9.54282213813302	9.67532530750101	9.75016282256773	9.86573883546385	9.79092318098091
12	11.0152997100477	10.2655730076373	10.4366406056455	10.2110131255917	10.2246282273428	11.0411958779959	10.5714754506455	11.1186068641502	11.1902403480131	9.84338550451135	9.77436930936006	10.6837346249622	10.1253079357473	10.4175780033626
13	6.58090508921045	6.97156701348548	7.0934382754107	6.37844240806532	7.56742299520746	7.00191875866447	7.64904832231344	7.88808248991926	7.35708494088904	7.14948764437351	6.37990018032528	6.62119211991629	7.51092154065043	7.10538873297152
14	9.07944057277375	8.69403504965443	8.80416659260092	8.90552486413008	8.74524439335156	9.15758455220126	8.18618044558299	8.63878072297399	8.94730760283804	9.13513495745375	9.03680931821935	9.24867786302465	9.36444004024346	8.80139001940538
15	7.49782123928254	7.52766188168346	7.2552309481464	8.59194590881757	8.08664549639358	6.95990750168076	8.07200646845098	6.59946151448095	7.75307841290365	8.03005976716031	7.64320479872645	7.45810331544785	7.26219461417431	7.11291120950273
16	7.57288163867937	7.49446013365053	7.47985808567052	7.31770341952343	7.8801605194627	7.58291218749841	6.47842133611556	7.50463707274605	7.88965930975088	7.5830572380833	7.96035161355361	7.2638694929954	7.42301841148295	7.54184335215904
17	8.32195261111186	7.76734266054878	8.11450908287222	8.56179312363373	8.28544167794188	8.11476401790965	8.76012299663001	8.06338746838703	8.42781845922527	8.48365930913725	7.99071864115792	8.72553500716631	8.05329695974922	8.35407308035051
18	6.90822246177143	5.96257926697528	5.71830208008021	6.05064162860003	6.17968266204723	7.63485867952914	5.99170107464147	7.01326595098514	5.89065434911906	5.9763494552493	6.77317110736574	6.38154541459848	6.55902049673379	6.26044368482801
19	6.58765333098683	5.08108461562998	5.55015029985417	5.40825883917593	5.0762699179648	6.20798934821369	5.96437910945054	6.04822371002746	5.92099476185735	6.2490335384896	5.44598959405075	5.51974192791151	5.32537646851601	6.39076690858448
20	7.19949154111101	7.67784480867431	8.37083021991022	8.03783504919565	7.62631237205644	7.86079329112926	7.79022453997304	7.61895926546793	6.84220037793724	7.83913919344407	7.26830911018153	8.21007658943504	6.7780745864473	7.70992684837619
21	7.33052904975442	7.41546391342133	7.47827606293439	7.82443975791765	8.06160565596057	7.98796718677143	7.33109675795885	7.41857870355832	7.95053706937007	7.27310253910759	7.71138040686755	7.37577599135763	7.09509677656596	7.91240889835634
22	7.87312282857204	7.26608386186671	6.94235156430693	7.61434021201925	7.48798591070674	7.06210792459994	6.73872048422408	6.11767703414566	6.76621330917495	6.82430617219317	6.95519371908709	6.83668810784509	7.21872704434866	7.22871047897205
23	5.411581523809	3.94957098144623	4.70151680888697	4.59114323737352	5.82480752582936	4.56771432936681	5.28762770164275	5.25618062038381	5.19769812538039	4.92899981909618	4.53649442561364	5.28210107199888	4.82372503183821	4.53028678724062
24	9.96280055372632	10.8428854561319	10.7060989683578	10.2705953281313	11.1553962371302	11.0888985948691	10.1732720682399	10.286985146975	10.2592869302118	10.2513521359838	10.8160102154408	10.7967281779255	10.9445292612487	10.3432805480697
25	9.72027233759635	9.60721430992093	9.49315332167032	9.52582914810422	9.56499596421984	8.8605053418551	10.518454349062	10.1265777304005	10.4970411204334	10.8682185001938	10.8160159648217	10.1611374291126	9.3660096767017	9.794943660942
26	6.78852958852484	7.23200795480365	7.27192164917491	7.42905963708668	7.45366004409621	7.56918678554586	6.88692056748866	8.07696355135299	7.57857063600916	8.53703609690643	7.38168499792442	8.04406721934848	7.32918708739868	7.11046848524267
27	10.2829144825103	10.9000073784468	9.63707667638646	11.2598320866775	10.5579912768186	10.6339767634018	11.2453801942465	10.3534930482902	10.5151738259108	10.5054112524901	10.9558519450248	10.8476751588381	10.6544517820667	10.4530910350934
28	8.31006791010304	8.94770263286457	8.70457394233937	9.02248790638325	8.71779228860838	8.57048745339481	8.28751962098377	7.81784769673648	9.10448606672766	8.34287205554312	8.79623950654537	8.53563503308642	8.41132631155646	8.939143220716
29	9.13795101377877	9.30422471033446	9.96610859978995	9.82342929971422	9.09985799715328	8.96542719333598	9.06886475565221	8.97799200770755	8.71872837061725	9.94414421319757	8.76402258520328	9.19356069952572	8.9277333501789	9.82583730355841
30	6.36090871637109	6.94165249805157	6.08503997284482	5.88513978935911	7.12145163847298	6.06440374135181	6.94899267922116	6.41420984267899	6.61565757499041	5.71949626785915	7.11615144109447	6.56608490184459	5.11641502866029	6.0882770838554
31	6.33473637124054	6.04619003358623	4.50115614877338	6.07854337341169	5.34762912220023	6.37207474770521	5.82834480298006	5.85969926390051	6.47361408889286	5.13157326706479	5.98597113092343	5.71014359013249	5.46321060452392	5.44840678212581
32	11.2185029252377	10.2341128023186	10.6398558628957	10.4551041543514	10.8396309857473	11.0995959963532	11.50741734278	10.5749120512853	11.1918556206071	9.48536162786203	10.4493220576601	10.9279541367151	10.5594366356905	9.93715095207114
33	6.92687624091303	6.22483977890229	5.82294662789933	5.41694564618935	6.12681363039138	5.60941919669911	4.99915861145178	5.20850147872492	6.12433048553931	5.90398096060737	6.19565319945422	6.45292922700762	5.88215144383512	6.38479354840312
34	8.59140426924299	9.54848678497857	9.10699955783888	8.81685441336445	9.14217771168524	9.66006393267781	9.31065189338569	8.70465675715455	8.16520722152653	9.23482899567567	9.558892646241	9.67600496671882	9.18558501460277	8.37716231269789
35	10.2277460709937	9.97716567360486	10.157383793193	9.58579992395009	10.0326367279389	10.6226978281443	10.4714634163086	9.73857677463666	10.3624699179471	10.6653126003587	10.4581128991577	10.7038430946675	10.3158749530125	10.092927605619
36	15.655035603197	16.0594237048963	15.5449769940711	15.047566423101	15.2038594733672	14.997072108194	15.3445325652125	15.8946747328965	15.1350448475003	15.517514424492	15.6753827512648	15.4737792378499	15.4497870620709	14.9717022581844
37	9.88201560329084	10.1817759642291	10.0842373245825	9.7847757044954	9.80246494717133	9.08133231709791	9.9112215568652	9.23574426683318	8.97632977944083	9.98731838444755	10.3624815505255	10.4907486360322	10.1055669275809	9.37898870665903
38	10.1152488800775	10.6521135930067	9.95520623950076	9.99579469727318	10.6880981828536	9.38207253834223	10.2808608514604	10.038324043844	9.97567583713572	9.67906330413647	9.31912151296744	10.2237519187782	9.53787133168328	10.1282994292051
39	9.17407098999788	9.1579023124725	9.02323709808783	9.76824287628618	9.00732634625279	8.81023423785684	9.22955983493933	8.52416659588204	8.90545662301002	9.02600166588575	9.32060457450284	9.31435197256356	9.81099854891015	9.46929838728565
40	7.01538162429516	7.53996368545037	7.85537499437246	6.77334255836004	7.80290406789326	7.22791602786669	7.61431500262353	7.79910295475399	7.42807008062104	7.25197435598844	7.00453225963352	8.28812813639238	7.37225149823001	7.04999353293791
41	9.10695652034505	10.2986055763473	8.80677383162778	8.69395612482024	8.73232187247304	8.93794735862386	8.9871167949736	9.33633490230428	8.40572980205723	8.55858702312104	8.49571302863324	7.6762929060847	9.22169269484788	8.5143356236097
42	8.2684515041517	8.66975852295697	9.13877731500128	8.81109485692915	8.9825378468515	8.80546937079059	9.92095557920772	8.08501942238522	9.15123920168076	9.8795985942065	8.11463871419908	9.07902505222536	9.45280879782402	9.28151478819735
43	10.4029723650617	9.80875385344302	9.90233139828715	10.7690577148128	10.3243322431253	10.8490470761524	10.0835655232882	10.2296335506935	9.98842678357897	10.4303515722794	10.4984442149777	10.8339143806102	11.1407904418384	11.2562396167235
44	12.0502268167076	11.9501037644454	11.8159424230065	12.8929506120978	11.8461347230529	11.7004441461865	12.3905549315977	11.6892000469767	12.0081960183867	12.0089225981208	11.5603020761261	12.2582753206278	11.4539557520635	12.0022910327093
45	5.08644595701696	5.31673803555871	4.8771865137305	5.35216833304742	5.33580357821509	5.09336400620331	6.29278000992852	4.88725178527463	4.49279757563284	5.60368478274137	4.33198016229372	5.46668713150918	5.03338916544898	5.39531912627683
46	5.18901391999053	5.46584725947907	5.10389587501299	5.45310423182019	5.89786003694185	5.01882536801154	4.52355043405846	4.35312549060268	5.50618269310249	4.56512750599998	6.19887156743576	5.8389315578658	5.52007859742114	5.82116280547577
47	6.50389037335455	7.50108610010081	7.33324303617751	7.30907712385824	7.33992738757978	7.02495034786322	7.14892419833411	7.28315349612642	6.75953003914214	8.52422925418271	7.79014085969642	7.35777037754983	6.94520495900619	6.99169966051488
48	8.32814197332019	8.21432704706653	8.45364107940752	8.47104169877819	8.88817935420675	8.64635892225021	8.73469390861267	8.4717172922103	8.39979935924679	9.284452508576	9.17568372348238	8.64530883793665	8.8290106227298	8.85166519135031
49	9.42308723112151	9.8005863089305	10.1817637427282	10.5490237032103	9.84812343967678	9.98400964188497	10.2071665996299	10.1252565235644	10.0891372245416	9.64541464176603	8.68966119134211	9.44154551519565	9.54815123529023	9.4803545972276
50	3.92814487330678	4.68123254328873	3.90949810733703	4.39318935910233	4.82095658312293	5.20756707605168	4.29759589729007	4.34489496402918	5.21189628244481	4.1073088673097	3.69914760032938	4.20748587199611	4.20124359036652	4.7306947797915
51	12.0898899886801	11.9883064706182	11.8105540721634	12.1457620279586	12.3100403012609	12.9078979252089	12.4943543160446	11.981839413285	12.7169435854699	12.3639368562103	12.3753478265335	11.9898221617029	11.9650774643599	12.2207402632001
52	13.3117813791555	12.4609437242619	12.4497962639937	13.0032053979558	13.0051843965382	13.0634553309348	12.1611906841434	12.9261628555654	13.0401279943711	13.2706430020039	13.4578788010279	13.4527084881574	12.747842553855	12.5677628380366
53	6.51563785945152	5.46131032693651	6.17293745780829	6.51185352979798	6.79496532222561	6.2903031083072	6.84453793815544	6.78056457642314	5.94628279404586	5.81296247696184	5.51559152749131	5.6212588294645	6.38965327969063	7.23413281892661
54	5.59115116131896	5.04348868943467	5.15268117789458	5.25264547119116	5.27451885009167	5.07256608598847	5.35051062084798	5.36950628741165	4.32494241926664	5.17636995624061	4.80119242144316	6.09139788507026	5.57964097838992	4.87691945510071
55	5.64439536306707	4.7624662717392	5.75572868164724	6.27197890007558	6.21427018298505	5.92407037882989	6.21512187404654	5.75498095445631	5.09269909051371	5.49630192908086	5.34495669828482	5.33278846221121	5.73401661288158	5.23802349249707
56	8.36739652804165	8.20621110908155	7.5918206562982	8.68032701940951	9.64393126168615	7.96864094474986	7.70869259021478	8.86177437451789	7.83875936898638	8.83474054966146	8.41102478577201	8.89844105489962	9.08530538623411	8.83675815768125
57	9.48314633460049	9.54729932363599	8.80682971570252	9.27589981085489	9.67600175508879	9.27518676800263	9.58107887229998	9.81529541266455	8.94326564067789	9.85302329209963	10.1952167419046	9.40826888676455	9.46452727723141	10.4196542782141
58	8.99102049495583	9.07317743848068	9.30816464246884	8.79782795316723	9.25115993834076	8.69882481469847	8.68452657770305	8.68254414775157	9.12313819746758	9.74417187373153	8.3838550737932	8.76644306019234	9.05624167498703	8.21612046906657
59	8.53122902960769	9.50034739765381	9.30611528688234	8.98228695126993	7.93171028641303	8.46907884988575	8.32741033267367	8.6608600459649	8.54069529041299	8.8881152090082	8.9257450543179	9.41937322562835	8.94419116530209	7.74802529612566
60	7.20242486696394	6.34305105746243	6.75061289710398	7.28182843207157	7.57678246846774	7.70990468148388	7.03252017912509	6.6416024966291	5.92287395234474	6.62077319169949	6.88535251171777	7.73144696823116	6.39863015869414	6.86409038810275
61	5.4500147430769	5.79858340188542	5.42747357909339	4.65513313246519	5.06393005304362	5.53316977662815	4.07524710699778	5.32824189442	5.47687757720021	4.9108987004544	5.72171592600999	6.03190866468864	5.36941269711084	4.37236561442851
62	8.01871463290929	8.07651873440831	6.75323924475788	7.9284123175951	7.11219394122689	7.62413995207615	7.93111313684114	7.68373593612968	8.33930933642846	8.52516890824345	7.22772289676257	7.11079269102158	7.8458594192176	8.08189378064079
